,s1,s2,s3,E,A_USD,B_USD,A_B
0,84.93463890395964,516.7207684221431,113.07874505646488,576.2141209927,4.712863210131732,0.33221155832596244,14.162328235220295
1,86.91623890790429,480.52042259524427,112.90740486527497,617.1190252536906,4.85189173756386,0.3314813367493738,14.766863355999554
2,89.43439891690943,467.5370937578345,118.51843213017193,606.6923036445473,4.830707971586965,0.32681538631211926,14.719709708737307
3,86.72264564499885,477.0990262082247,117.99580508422196,638.7287530601864,4.688166033384659,0.32080871511797293,14.710893519536425
4,87.73128364807735,508.7744686973059,113.54122037259768,603.941975695632,4.607124974179371,0.3145721171421401,14.62633780351
5,88.63084093616183,521.366819630899,115.4390032052182,585.2358891944634,4.651641344130135,0.31341340984394916,15.007413581124347
6,91.70137855253168,525.0785720397276,116.07674151044046,601.4873591571479,4.667152717781881,0.3180603171570991,14.608515036145814
7,89.05016701325687,495.4658504430916,117.00534405847866,639.9732269282795,4.7332282677376405,0.3273686633265766,14.513573456583591
8,88.12832033529025,491.9314942504076,117.51717358637671,652.4974328053888,4.812069625751443,0.3248537085327143,15.139977260506228
9,89.37904090357772,509.67345164270694,118.14314185676983,650.1409298435151,4.804991015409071,0.32239040244566297,14.778519829334419
10,92.37239878257358,519.4476901108759,118.76749892668192,623.6786526553561,4.92472625560913,0.3176395497035808,15.460302145532422
11,93.60129823415998,557.6654889098398,118.38518381060777,624.5055642566981,4.966895541317107,0.31816860722705587,15.596681627888415
12,93.24989152170727,609.3639598680754,121.58761234496531,640.2769375587138,4.986865082385244,0.31752354738071514,15.623182916740232
13,98.9304853551121,596.469728990042,123.16386308638785,645.4532044321235,4.925151134911356,0.31230221568994987,15.651822080706078
14,99.69689862165936,627.4390996186377,123.48820495811871,676.3202995494083,5.032836967863936,0.31112727264016965,16.372322404165907
15,104.06855218175359,666.0982786968982,122.98983002240688,714.7094538586206,5.067342432128132,0.30609697240236255,16.960503161614053
16,104.4508945590725,717.3582665536817,123.35485561613936,695.1407045585875,5.086937916461232,0.2986404832349928,17.167185347761485
17,108.87270844689719,662.9046411538599,124.24308661538589,714.5290947032456,5.142949354979916,0.2925461418443412,17.730453224767302
18,109.8926800455362,686.7773951564341,121.27882216845065,743.4569357412269,5.1290763715717675,0.29287234388416616,17.48974324901973
19,112.06488554344466,614.6711770869382,122.44215503516627,796.6901383507851,5.1632401833038175,0.30188258416880387,17.13365450081207
20,107.87935083581527,613.0119582102511,122.8617286800825,759.3281928131247,5.216592699263387,0.30077708865774855,17.14393752904715
21,109.11925206465123,649.0991508221767,121.8981619341345,793.27188663968,5.188982035242513,0.3095350840763861,16.813546692248675
22,113.10036301809787,719.8537683682879,122.15182065061478,726.9427225459152,5.165199531839345,0.3051897709726472,16.861421947421185
23,110.74095537198633,668.8710255209901,122.22260684738976,724.7896614932417,5.260560697700774,0.30192880311139375,17.435761833799248
24,110.36191866661174,644.0484233438833,121.20786701183496,754.1334288636774,5.18384618485469,0.3022664266345464,17.1444971872109
25,109.50420944724486,640.7085152124233,126.48384670971468,800.2438689486935,5.195656714377638,0.301337546572721,17.186065162735265
26,111.44761229317582,616.5649720609996,124.57580814745458,770.0671388175048,5.13265272066211,0.3024024470159793,16.956741230476695
27,106.0388833936731,626.9443651022984,123.24315348761256,751.4072443436471,5.1676702534850305,0.30366735062315203,16.958653006647918
28,102.94667726865013,618.3534603793082,122.5254129935969,758.0499499291933,5.1909579408165785,0.3089708937000873,16.8161019603294
29,102.48833515123883,613.6771246970745,126.71011558744785,742.4165101431445,5.139385717800661,0.3158958656940599,16.223546283783133
30,104.24632057291062,599.259735505332,125.64821103588453,762.0978703162946,5.149136969065612,0.322208644862867,15.881761548050468
31,104.02495793922283,619.8775934208545,129.4235434551244,752.7651338829293,5.170722473600607,0.32134757541933445,15.9927779168681
32,105.83105953647161,572.1411095643748,127.58813675079425,756.3987341893214,5.165259568270152,0.32171618607284436,15.807894445423367
33,104.69537873215961,532.277088593912,131.53926197163216,750.7933871876307,5.1819416840806145,0.32713141434653825,16.111866345402685
34,105.78786336269103,552.2847458131629,131.40438846429785,782.5998540883945,5.271153809961754,0.3315237437570631,15.843953468208117
35,104.63543786608932,557.0162589672796,131.43499071851278,747.5439094510833,5.321865584439461,0.33388580694893416,15.970390471601505
36,102.93566242159925,576.9432594159832,129.63241550092363,726.6514423546475,5.2728297061052825,0.34240285136260395,15.677002108642997
37,99.80431550057786,569.5025341170154,130.69051938441132,732.7735358897343,5.328542081876559,0.3364244237195321,15.591202297918688
38,99.61591734449654,607.3021390251415,128.24237688105748,734.0035304812883,5.362871394020601,0.33432552237558283,16.11177329267181
39,103.73175803536601,584.0798265880793,126.36379166295684,751.5957078776944,5.387549200777124,0.3399550646199829,16.25239872880062
40,104.19980723414201,624.4817103949584,125.51736559542785,728.160485020887,5.279665848316793,0.3308446040266049,15.995701098129508
41,100.808298772379,575.6877255071738,124.81915129835926,763.4598839613286,5.266463470464984,0.3322923217404096,15.98546853804882
42,102.05748039899622,651.6742338703328,126.48716990177735,747.6393036227166,5.254959033284247,0.334675718923956,15.714729833657833
43,106.65023078060898,656.3165454709664,124.24231020744003,771.2904026113158,5.19769779039694,0.3306629778044042,15.924663950107416
44,102.78069638899606,636.0448005537064,122.5960783591857,724.0626079350686,5.108060211082656,0.32702284887809047,15.722508728525625
45,108.77742346350142,612.8632529870599,122.37493905238163,796.4914060748691,5.178158011958092,0.332415345427201,15.633122803051414
46,111.04730996008381,574.346989736865,121.48548141186669,791.2181844103623,5.0257071771541115,0.3316591753051745,14.944806759121269
47,110.35783011281876,572.780916014477,122.98120550444224,763.0595196115155,4.899225243849946,0.32228738877041424,15.11635075444707
48,103.83102817191292,571.8862950894603,123.44433293387982,761.100362760545,4.940179798592224,0.3295869300083724,14.860511378948791
49,104.8864239005983,569.7344765286068,119.4283117510906,716.4916162389856,4.955989772055001,0.31914375009925977,15.758673485073315
50,102.71105662473691,576.5906410577231,117.67875838013524,706.1436263727825,5.02773042330508,0.3200900937549878,15.907657229099595
51,100.21235118717367,582.6030530273089,116.3444016044267,704.5449247805846,5.060003047499166,0.3197533623185164,15.853987007042798
52,99.76819955624863,632.2062404132239,117.2570746585078,699.1450217476056,5.1619814423903625,0.3183623821478397,16.208682205379084
53,99.795487856338,585.616659614551,117.65136876871131,696.0091534764944,5.1243469926707235,0.3139829808690483,16.411018947835643
54,103.59483144901655,617.6294493083702,118.24530967136292,701.8360667612246,5.26010534785251,0.3128510374561387,16.749334243371514
55,104.1873944826172,638.5018530956316,119.8217995007082,740.3359634412875,5.213633516917549,0.3137917656224275,16.626103622815084
56,100.39285420210285,675.0009426664673,122.92613464575595,709.4940585275822,5.107161183762538,0.3140420846036456,16.551764188104364
57,105.88825580279688,669.8939105323783,122.66839645792275,726.5329420441585,5.174157447458266,0.3051194038900878,16.811159429487486
58,107.27774731355368,694.6001802355354,119.41803041731258,741.2447980806901,5.220711542195135,0.30701440185085044,16.961442133193174
59,110.78758383450207,694.0352279246067,124.12032849814138,780.5951338063433,5.106285696582916,0.31516351059830555,16.352770390630614
60,110.90205234553727,724.6227656935318,119.77395067332118,786.116177097416,5.074709000113022,0.3167137354296001,16.017341181073746
61,109.40332106546803,697.2710468914172,121.3790278156482,799.9717682432774,5.114455736870143,0.31435099080418005,16.205076337640122
62,110.54180152908137,691.9725315967611,122.79411834770391,813.5240834895461,5.054975469159492,0.322248198755112,15.45078294846195
63,110.68215883859101,706.2418897950331,120.89977471883506,836.1088574152154,5.041495037960901,0.32166718727508786,15.914974926790476
64,107.75179538307268,720.1741451220419,118.55030113393771,800.3806199821654,4.987198093687424,0.3144396550208609,15.997678478953773
65,106.56640340730561,661.7718122014106,119.05101675864495,779.2989827431549,5.000028832401396,0.3057242346733163,16.394739061174548
